FID,NAME,HH,pop,hhsize,sexratio,p0_14,p15_64,p65u,curborn,forborn,firstgen,secgen,thirdgen,leave,stay,meanHHinc,GFR,unemploy,partrate,airpolut,badcond,nvrmarr,married,divorced,consuni,area,popdens,CreationDate,Creator,EditDate,Editor,x,y
231,LUDUNU,39,110,2.8,83,0.245,0.609,0.145,0.927,0.073,0.073,0.036,0.891,0.029,0.848,4444,0,0,0,25.6,23.1,40,28.8,6.3,17.5,0.081,1358.02468736076,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
232,PANAMA,24,59,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,38,38,12,2,0.022,2681.81819634989,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
233,LUIS PAULA,164,422,2.4,84,0.137,0.749,0.114,0.654,0.346,0.348,0.136,0.516,0.032,0.689,3624,54,9,62.8,8,5.5,48.4,28,5.2,12.4,0.16,2637.50005895272,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
234,HULANDA BIJ SERU OTROBANDA,69,189,2.3,76,0.138,0.714,0.148,0.714,0.286,0.289,0.193,0.519,0.038,0.588,3523,0,0,0,32.4,15.2,37.3,28.6,6.8,14.3,0.093,2032.25801632382,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
235,MA LOUISA,59,143,2.4,104,0.175,0.699,0.126,0.845,0.155,0.155,0.085,0.761,0.066,0.632,3613,0,0,0,6.8,12.3,31.6,44.7,3.5,11.4,0.121,1181.81818822199,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
236,MADURO,43,127,3,84,0.283,0.583,0.134,0.756,0.244,0.244,0.15,0.606,0.008,0.967,3590,0,0,0,23.3,7,26.7,38.9,6.7,12.2,0.113,1123.89382487298,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
237,RIF BIJ OTROBANDA,144,288,2,61,0.142,0.663,0.194,0.714,0.286,0.287,0.192,0.521,0.014,0.7,3013,0,13.5,57.1,18.3,3.7,55.3,18.1,5.9,10.5,0.66,436.363619024104,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
238,MAHAAI,152,389,2.6,80,0.211,0.612,0.177,0.513,0.487,0.488,0.303,0.209,0.089,0.605,12358,0,5,65.1,7.9,1.3,23.7,53,7.3,6,0.455,854.945030305686,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
239,WEIS AFO,44,114,2.6,73,0.149,0.649,0.202,0.465,0.535,0.545,0.241,0.214,0.178,0.542,2917,0,0,0,9.1,4.5,36.8,41.1,4.2,8.4,0.125,912,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
240,SAN FUEGO,40,101,2.5,74,0.168,0.653,0.178,0.733,0.267,0.267,0.267,0.465,0,0,6920,0,0,0,7.5,7.5,28.4,43.2,7.4,4.9,0.057,1771.92982363495,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
241,MAHUMA,1274,3446,2.7,88,0.18,0.663,0.157,0.809,0.191,0.191,0.142,0.666,0.035,0.658,5125,34,8.2,57.9,10.1,3.5,35.4,40.9,6,10.2,2.484,1387.27860103962,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
242,NABIJ VETTER,65,192,3,100,0.245,0.719,0.036,0.786,0.214,0.214,0.224,0.563,0.051,0.573,7084,0,2.8,73.1,7.7,1.5,23.1,43.3,0.7,20.1,0.109,1761.46793229022,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
